11:16:44 | PIX_RPA_MAIN | INFO | 🚀 Inicializando PIX RPA Process
11:16:51 | urllib3.connectionpool | WARNING | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ae6549e7790>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/20083d64d97689eec20e79fd25c3cdbc/screenshot
11:16:51 | urllib3.connectionpool | WARNING | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ae6549e77c0>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/20083d64d97689eec20e79fd25c3cdbc/screenshot
11:16:51 | urllib3.connectionpool | WARNING | Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ae6549e6f50>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/20083d64d97689eec20e79fd25c3cdbc
11:16:51 | urllib3.connectionpool | WARNING | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ae654844130>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/20083d64d97689eec20e79fd25c3cdbc
11:16:51 | urllib3.connectionpool | WARNING | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7ae6549e7880>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/20083d64d97689eec20e79fd25c3cdbc
11:16:51 | PIX_RPA_MAIN | WARNING | ⚠️ No se pudo enviar el formulario web
11:16:51 | PIX_RPA_MAIN | INFO | 🚀 PASO 6: Registro de evidencias
11:16:51 | PIX_RPA_MAIN | INFO | ✅ Evidencias registradas en: /home/camper/Descargas/-prueba-t-cnica-RPA--master/PRUEBA-RPA-main/evidencias/evidencia_2025-09-10_11-16-51.json
11:16:51 | PIX_RPA_MAIN | INFO | ================================================================================
11:16:51 | PIX_RPA_MAIN | INFO | 🎉 PROCESO PIX RPA FINALIZADO
11:16:51 | PIX_RPA_MAIN | INFO | ⏱️  Tiempo total: 7.22 segundos
11:16:51 | PIX_RPA_MAIN | INFO | 📊 Productos procesados: 20
11:16:51 | PIX_RPA_MAIN | INFO | 📁 Archivos generados: 2
11:16:51 | PIX_RPA_MAIN | INFO | ✅ Pasos completados: 4/6
11:16:51 | PIX_RPA_MAIN | INFO | 📂 Archivos creados:
11:16:51 | PIX_RPA_MAIN | INFO |    • /home/camper/Descargas/-prueba-t-cnica-RPA--master/PRUEBA-RPA-main/data/raw/Productos_2025-09-10.json
11:16:51 | PIX_RPA_MAIN | INFO |    • /home/camper/Descargas/-prueba-t-cnica-RPA--master/PRUEBA-RPA-main/reports/Reporte_2025-09-10.xlsx
11:16:51 | PIX_RPA_MAIN | INFO | ================================================================================
