11:19:29 | PIX_RPA_MAIN | INFO | 🚀 Inicializando PIX RPA Process
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de5c30>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/elements
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de6d40>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/elements
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de5ea0>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/elements
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de6230>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/elements
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de63e0>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/elements
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de65c0>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/elements
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de6a40>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/elements
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de6560>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/elements
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de6950>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/elements
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de62f0>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/elements
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de5e40>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/elements
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de60e0>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/elements
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de56f0>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/elements
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de5d20>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/elements
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de6c50>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/elements
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de7160>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/element
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de7370>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/element
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de7580>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/element
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de7a00>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/element
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de7520>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/element
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de7910>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/element
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de7220>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/element
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de6bf0>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/element
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de7040>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/element
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de5900>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/element
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de60b0>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/element
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de5d80>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/element
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de61d0>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/screenshot
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de6260>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/screenshot
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de6a70>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036/screenshot
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de5510>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de66b0>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036
11:20:24 | urllib3.connectionpool | WARNING | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x710fb1de64d0>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/4bdd08cc97375c49cdeee2784246d036
11:20:24 | PIX_RPA_MAIN | WARNING | ⚠️ No se pudo enviar el formulario web
11:20:24 | PIX_RPA_MAIN | INFO | 🚀 PASO 6: Registro de evidencias
11:20:24 | PIX_RPA_MAIN | INFO | ✅ Evidencias registradas en: /home/camper/Descargas/-prueba-t-cnica-RPA--master/PRUEBA-RPA-main/evidencias/evidencia_2025-09-10_11-20-24.json
11:20:24 | PIX_RPA_MAIN | INFO | ================================================================================
11:20:24 | PIX_RPA_MAIN | INFO | 🎉 PROCESO PIX RPA FINALIZADO
11:20:24 | PIX_RPA_MAIN | INFO | ⏱️  Tiempo total: 55.40 segundos
11:20:24 | PIX_RPA_MAIN | INFO | 📊 Productos procesados: 20
11:20:24 | PIX_RPA_MAIN | INFO | 📁 Archivos generados: 2
11:20:24 | PIX_RPA_MAIN | INFO | ✅ Pasos completados: 4/6
11:20:24 | PIX_RPA_MAIN | INFO | 📂 Archivos creados:
11:20:24 | PIX_RPA_MAIN | INFO |    • /home/camper/Descargas/-prueba-t-cnica-RPA--master/PRUEBA-RPA-main/data/raw/Productos_2025-09-10.json
11:20:24 | PIX_RPA_MAIN | INFO |    • /home/camper/Descargas/-prueba-t-cnica-RPA--master/PRUEBA-RPA-main/reports/Reporte_2025-09-10.xlsx
11:20:24 | PIX_RPA_MAIN | INFO | ================================================================================
